id, TITLE, UNIF TITLE, AUTHOR, ISBN/ISSN, LOCATIONS, SHELF INFO, IMPRINT, EDITION, SUBJECT, NOTE, SERIES, DESCRIPT, ALT TITLE, ALT AUTHOR
"126","Serpico [DVD] / Paramount ; produced by Artists Entertainments; Complex, Inc. ; Dino DeLaurentiis presents ; screenplay by; Waldo Salt and Norman Wexler ; produced by Martin Bregman ;; directed by Sidney Lumet.","Serpico (Motion picture)","","0792179129.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - S","Hollywood, Calif. : Paramount, c2002.","Widescreen version.","Police corruption -- New York (State) -- New York -- Drama.; Serpico, Frank -- Drama.; Police -- New York (State) -- New York -- Drama.; New York (N.Y.) -- Drama.; Feature films.; Fiction films.; Police films.; Biographical films.; Video recordings for the hearing impaired.; Biographical films. gsafd.; DVD video discs.","DVD. region 1 ; Dolby digital.; Closed-captioned. In English (5.1 surround or restored mono) and; French with optional subtitles in English.; Al Pacino, John Randolph, Jack Kehoe, Biff McGuire, Barbara Eda-; Young, Cornelia Sharpe.; Director of photography, Arthur J. Ornitz ; film editor, Dede; Allen ; music, Mikis Theodorakis.; Originally produced as a motion picture in 1973.; Based on the book by Peter Maas.; ""Enhanced for 16:9 TVs""--Container.; MPAA rating: R.; Adaptation of the true story of a young New York police officer; refuses to extort money from criminals as the other officers; do. His fellow police officers turn against him when he seeks; to expose the situation during a grand jury investigation.; Special features include interviews with producer Martin Bregman,; a documentary on the making of the film, photo gallery with; commentary by director, Sidney Lumet, and theatrical trailer.","Widescreen DVD collection.; Widescreen DVD collection.","1 videodisc (130 min.) : sd., col. ; 4 3/4 in.","","Pacino, Al, 1940-  Actor.; Randolph, John, 1915-2004.  Actor.; Kehoe, Jack, 1938-  Actor.; McGuire, Biff, 1927-  Actor.; Bregman, Martin, 1926-  Production personnel.; Lumet, Sidney, 1924-  Director.; Salt, Waldo.  Author of screenplay.; Wexler, Norman.  Author of screenplay.; Maas, Peter, 1929-2001. Serpico.; Paramount Pictures Corporation.; Artists Entertainment Complex (Firm); Paramount Home Video (Firm)"
"127","Austenland [DVD] / Fickle Fish Films ; Moxie Pictures ; directed; by Jerusha Hess ; screenplay by Jerusha Hess, Shannon Hale.","","","043396427334.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - A","Culver City, California : Sony Pictures Classics, [2014?]; ©2014.","","Austen, Jane, 1775-1817 -- Drama.; Feature films. lcgft.; Fiction films. lcgft.; Comedy films. lcgft.; Video recordings for the hearing impaired. lcgft.; Feature films. gsafd.; Comedy films. gsafd.; DVD video discs.; Foreign.","DVD, widescreen (aspect ratio: 2.35:1); Dolby Digital.; English, French, Spanish, Portuguese or Thai dialogue; Spanish,; French, Korean, Portuguese, Chinese, Thai or English subtitles;; closed-captioned.; Title from web page.; Jane Seymour, Keri Russell, Jennifer Coolidge, Jj Feild, Bret; McKenzie, Georgia King, Ricky Whittle.; Originally released as a motion picture in 2013.; MPAA rating: PG-13; for some suggestive content and innuendo.; Jane Hayes's adoration of all things Jane Austen is complicating; her love life. Determined to be the heroine of her own story,; Jane spends her life savings on a trip to Austenland, an; eccentric Austen-inspired resort, where she meets two very; different gentlemen, but has a difficult time determining where; fantasy ends and real life, and maybe even love, begins.","","1 videodisc (97 min.) : sound, color ; 4 3/4 in.","","Hess, Jerusha, film director, screenwriter.; Hale, Shannon, screenwriter.; Seymour, Jane, 1951-, actor.; Russell, Keri, 1976-, actor.; Coolidge, Jennifer, actor.; McKenzie, Bret, actor.; Fickle Fish Films, production company.; Moxie Pictures, production company.; Sony Pictures Classics (Firm), film distributor."
"128","The angels' share [DVD] / screenplay, Paul Laverty ; producer,; Rebecca O'Brien ; director, Ken Loach.","","","0788616951.","Public Library","PubLib DVD (1st floor)  FEATURE FILM","[London, England] : Sixteen Films, [2013]; New York, NY : IFC Films.","","Criminals -- Drama.; Feature films. lcgft.; Crime films. lcgft.; Comedy films. lcgft.; Fiction films. lcgft.; Video recordings for the hearing impaired. lcgft.; DVD video discs.","DVD, NTSC, region 1, anamorphic widescreen (1.85:1), Dolby; Digital 5.1.; English dialogue; Spanish subtitles; subtitled for the deaf and; hard of hearing.; Title from container.; Paul Brannigan, John Henshaw, Roger Allam, William Ruane, Paul; Donnelly.; Photography, Robbie Ryan ; editor, Jonathan Morris ; music,; George Fenton.; Originally released as a motion picture in 2012.; MPAA rating: Not rated.; Escaping a prison sentence by the skin of his teeth, the wayward; and disillusioned Robbie is given one last chance to turn his; life around. Together four friends embarks on an adventure and; discover that turning to drink might just change their lives--; not cheap fortified wine, but the best malt whiskies in the; world.","","1 videodisc (101 min.) : sound, color ; 4 3/4 in.","","Laverty, Paul, screenwriter.; O'Brien, Rebecca, film producer.; Loach, Ken, 1936- film director.; Brannigan, Paul, actor.; Henshaw, John, 1951- actor.; Allam, Roger, actor.; Sixteen Films (Firm), production company.; IFC Films, film distributor."
"129","Blue plate special : an autobiography of my appetites / Kate; Christensen.","","Christensen, Kate, 1962-","9780385536264 (hbk.)","Public Library","PubLib BIOGRAPHIES (2nd B CHRISTENSEN, K.","New York : Doubleday, [2013]","First edition.","Christensen, Kate, 1962-; Women authors, American -- 21st century -- Biography.; Authors, American -- 21st century -- Biography.; Mothers and daughters -- United States.; Appetite -- Psychological aspects.; Food -- Psychological aspects.","""In the tradition of M.F.K. Fisher, Laurie Colwin, and Ruth; Reichl, [this book] is a narrative in which food--eating it,; cooking it, reflecting on it--becomes the vehicle for unpacking; a life. Christensen explores her history of hunger--not just; for food but for love and confidence and a sense of belonging--; with a profound honesty, starting with her unorthodox childhood; in 1960s Berkeley as the daughter of a mercurial legal activist; who ruled the house with his fists""--Dust jacket flap.; A mouthwatering literary memoir about an unusual upbringing and; the long, winding path to happiness. For Christensen, food and; eating have always been powerful connectors to self and world.; In this passionate feast of a memoir she reflects upon her; journey of innocence lost and wisdom gained, mistakes made and; lessons learned, and hearts broken and mended. And food--; eating it, cooking it, reflecting on it-- becomes the vehicle; for unpacking a life.; Prologue -- Berkeley -- Wildermuth -- San Miguel -- Verde Valley; and Spring Valley -- France -- Upstate, Oregon, Iowa -- New; York -- Williamsburg and Greenpoint -- Monitor Street -- New; England.","","353 pages ; 22 cm.","Autobiography of my appetites.",""
"130","Raising Steam : a Discworld novel / Terry Pratchett.","","Pratchett, Terry, author.","9780385538268 (hardback)","Public Library","PubLib FICTION (1st flo FIC PRATCHETT, T.","New York : Doubleday, [2013]","First United States Edition.","Discworld (Imaginary place) -- Fiction.; Fantasy fiction.; Humorous fiction.; Fantasy fiction. gsafd.; Humorous fiction. gsafd.","""Change is afoot in Ankh-Morpork--Discworld's first steam engine; has arrived, and once again Moist von Lipwig finds himself with; a new and challenging job""-- Provided by publisher.","New York Times Bestseller Fiction.; Discworld series.; Pratchett, Terry. Discworld series (New York, N.Y.)","365 pages ; 25 cm.","",""
"131","Cooking with fire / by Paula Marcoux.","","Marcoux, Paula, 1960-","9781612121581 (pbk. : alk. paper)","Public Library","PubLib NONFICTION (2nd  641.58 M3219","North Adams, MA : Storey Publishing, [2014]","","Fireplace cooking.","Includes bibliographical references and index.; A fire and a stick -- A few simple tools -- Pots and pans -- More; gear -- Cooking with retained heat.","","pages cm.","",""
"132","Farming 101 [DVD] / a film by Peter E. Randall.","","","","Public Library","PubLib DVD NONFIC (1st  974.1 F234","Kittery, ME : Peter E. Randall,  2013.","","Agriculture -- Maine.; Dairy farmers -- Maine.; Farms -- Maine.; Conservation -- Maine.; Eliot (Me.) -- History.; Kittery (Me.) -- History.","""Farming 101 is a documentary about dairy farming along an eight-; mile stretch of Route 101 in southern Maine.  It is the story; of the last two dairy farms in this area, and recollections of; five former dairy farms.  The Johnson family, owners of; Rustlewood farm, have recently signed a conservation easement; agreement for their 320 acres, permanently protecting their; land from development, but the future of the other farmlands; along this country road remains unknown.  Through historical; and contemporary photographs and video, the film evokes; memories of a once common way of life, now disappearing."" from; container.; DVD.; English.; Produced, directed, and photographed by Peter E. Randall.  Edited; and additional photography by Kael Randall.  Narrated by Peter; Kelley.","","1 videodisc (ca. 71 min.) : sd., col.  4 3/4 in.","","Randall, Peter, 1940-; Randall, Kael.; Kelley, Peter."
"133","Terms of endearment [DVD] / produced and directed by James L.; Brooks.","","","1415746133.","Public Library","PubLib DVD (1st floor)  FEATURE FILM - T","[United States] : Paramount Home Entertainment, [2009]","Widescreen ed.","DVD video discs.; Mothers and daughters -- Drama.; Families -- Drama.; Man-woman relationships -- Drama.; Feature films. lcgft.; Romantic comedy films. lcgft.; Fiction films. lcgft.; Video recordings for the hearing impaired. lcgft.","DVD; widescreen; Dolby digital 5.1 surround, mono.; English or French dialogue; English subtitles; closed-captioned.; Title from container.; Danny DeVito, John Lithgow, Shirley MacLaine, Jack Nicholson,; Debra Winger, Jeff Daniels.; Originally released as a motion picture in 1983.; Rating: PG.; Follows the rocky and passionate relationship between a mother; and daughter from birth to death. Bonus features include; commentary.; Special features: Commentary by director James L. Brooks, co-; producer Penney Finkelman Cox and production designer Polly; Platt -- Original theatrical trailer -- Language: English Dolby; digital 5.1 surround ; English mono ; French mono -- Subtitles:; English.; Director of photography, Andrzej Bartkowiak ; editor, Richard; Marks ; music composed by Michael Gore.","Staff Movie Pick.","1 videodisc (131 min.) : sd., col. ; 4 3/4 in.","","Brooks, James L.; DeVito, Danny.; Lithgow, John, 1945-; MacLaine, Shirley, 1934-; Nicholson, Jack.; Winger, Debra, 1955-; Daniels, Jeff, 1955-; Paramount Home Entertainment (Firm)"
"134","Summertime / J.M. Coetzee.","","Coetzee, J. M., 1940-","9780670021383.","Public Library","PubLib FICTION (1st flo FIC COETZEE, J.","New York : Viking, 2010.","","Coetzee, J. M., 1940- -- Fiction.; Novelists, South African -- 20th century -- Biography -- Fiction.; Authors -- Fiction.; Autobiographical fiction.","Sequel to: Boyhood, and Youth.; In this autobiographical novel, a young English biographer is; researching a book about the late South African writer John; Coetzee, focusing on Coetzee in his thirties, at a time when he; was living in a rundown cottage in the Cape Town suburbs with; his widowed father--a time, the biographer is convinced, when; Coetzee was finding himself as a writer.","","266 p. ; 22 cm.","",""
"135","AMC's best day hikes in the White Mountains : four-season guide; to 60 of the best trails in the White Mountain National; Forest / Robert N. Buchsbaum.","","Buchsbaum, Robert N..","9781934028438 (alk. paper)","Public Library","PubLib NONFICTION (2nd  917.42 B921","Boston : Appalachian Mountain Club Books, c2011.","","Hiking -- White Mountain National Forest (N.H. and Me.) --; Guidebooks.; White Mountain National Forest (N.H. and Me.) -- Guidebooks.","Includes bibliographical references and index.","","xxxii, 332 p. : ill., maps ; 23 cm.","Appalachian Mountain Club's best hikes in the White Mountains.",""
"136","The picnic gourmet / Joan Hemingway and Connie Maricich ; with an; introd. by John Hemingway ; drawings by Dennis Abbe.","","Hemingway, Joan.","0394412877 : $10.00.","Public Library","PubLib NONFICTION (2nd  641.7 HEM","New York : Random House, c1977.","1st ed.","Outdoor cooking.; Picnicking.","Includes index.","","xxiv, 294 p. : ill. ; 24 cm.","","Maricich, Connie."
"137","The Lego movie [DVD] / Warner Bros. Pictures presents ; in; association with Village Roadshow Pictures ; in association; with Lego Systems A/S ; a Vertigo Entertainment/Lin Picutres; production ; animation co-director Chris McKay ; story by Dan; Hageman & Kevin Hageman and Phil Lord & Christopher Miller ;; screenplay by Phil Lord & Christopher Miller ; produced by Dan; Lin, Roy Lee ; directed by Phil Lord & Christopher Miller.","","","883929387526.","Public Library YOUTH","PubLib YOUTH DVD (1st f DVD LEG","Burbank, CA : Warner Home Video, [2014]; ©2014.","Special edition.","Feature films. lcgft.; Animated films. lcgft.; Children's films. lcgft.; DVD video discs.; Video recordings for the hearing impaired. lcgft.; Children's films.; Animated.","DVD, region 1, widescreen; Dolby Digital 5.1; dual layer.; Title from container.; English, French or Spanish dialogue; Spanish, English or French; subtitles; subtitled for the deaf and hard of hearing.; Voices: Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett,; Nick Offerman, Alison Brie, Charlie Day, Liam Neeson, Morgan; Freeman.; Warner Bros. Pictures presents ; in association with Village; Roadshow Pictures ; music by Mark Mothersbaugh ; edited by; David Burrows, Chris McKay ; cinematography by Pablo Plaisted ;; story by Dan Hageman & Kevin Hageman and Phil Lord &; Christopher Miller ; screenplay by Phil Lord & Christopher; Miller ; produced by Dan Lin, Roy Lee ; directed by Phil Lord &; Christopher Miller.; MPAA rating: PG; for mild action and rude humor.; Emmet, an ordinary, rules-following, perfectly average LEGO; minifigure is mistakenly identified as the most extraordinary; person and the key to saving the world. He is drafted into a; fellowship of strangers on an epic quest to stop an evil; tyrant, a journey for which Emmet is hopelessly and hilariously; underprepared.; Disc 1: Feature film.; Disc 2: Special features: director/star commentary; outtakes;; ""Everything is awesome"" sing-along and more.; Title from disc surface.","","2 videodiscs (101 min.) : sound, color ; 4 3/4 in.","","Lord, Phil, 1977- film director, screenwriter.; Miller, Chris, 1975- film director, screenwriter.; Pratt, Chris, 1979- voice actor.; Ferrell, Will, 1967- voice actor.; Banks, Elizabeth, 1974- voice actor.; Neeson, Liam.; Freeman, Morgan.; Warner Bros., production company.; Village Roadshow Pictures, production company.; Warner Home Video (Firm), film distributor."
"138","Brave [DVD] / Disney presents a Pixar Animation Studios film ;; screenplay by Mark Andrews ... [et al.] ; produced by Katherine; Sarafian ; directed by Mark Andrews and Brenda Chapman.","Brave (Motion picture)","","786936813111.","Public Library YOUTH","PubLib YOUTH DVD (1st f DVD BRA","[United States] : Disney ; Burbank, CA : Distributed by Buena; Vista Home Entertainment, c2012.","","DVD video discs.; Scotland -- Juvenile drama.; Scotland -- Drama.; Escocia -- Teatro. bidex.; Feature films. lcgft.; Children's films. lcgft.; Fiction films. lcgft.; Computer animation films. lcgft.; Animated films. lcgft.; Video recordings for the hearing impaired. lcgft.; Children's films.; Animated.; Adventure.","DVD, region 1; widescreen; Dolby Digital, 2.0 surround (English),; 5.1 surround (English, French and Spanish).; English, French or Spanish dialogue; Spanish, English or French; subtitles. English subtitles for the deaf and hard-of-hearing.; Audio described.; Voices: Kelly Macdonald, Billy Connolly, Emma Thompson, Julie; Walters, Robbie Coltrane.; Original score by Patrick Doyle ; film editor, Nicholas C.; Smith ; director of photography, Robert Anderson ; story by; Brenda Chapman.; Originally released as a motion picture in 2012.; MPAA rating: PG; for some scary action and rude humor.; Princess Merida, an archer and self-reliant young woman, makes a; decision which defies custom and brings chaos to her kingdom.; To restore her kingdom, she must rely on her bravery and; archery skills.; Bonus features: ""The legend of Mordu"" short ; ""La luna""; theatrical short ; audio commentaries.","Disney DVD.; Disney DVD.","1 videodisc (93 min.) : sd., col. ; 4 3/4 in.","Brave.","Doyle, Patrick, 1953-; MacDonald, Kelly, 1976-  Actor.; Connolly, Billy.  Actor.; Thompson, Emma.  Actor.; Walters, Julie, 1950-  Actor.; Coltrane, Robbie.  Actor.; Andrews, Mark.  Author of screenplay.  Director.; Sarafian, Katherine.  Producer.; Chapman, Brenda.  Director.; Walt Disney Pictures.; Pixar (Firm); Buena Vista Home Entertainment (Firm)"
